translator,family,language,domain,cosine,bleu,ter,embedding
google,germanic,sv,conversational,0.993092562669688,77.80435795483167,15.7725321888412,0.91748046875
google,germanic,sv,cultural,0.9901459650719024,80.31852741816581,10.581222056631892,0.9658215045928956
google,germanic,sv,idiomatic,0.991439777490692,81.62990976628782,11.55137676292814,0.9533419609069824
google,germanic,sv,technical,0.9924792440040008,85.9002658765776,7.361002349256067,0.9850700497627258
google,germanic,sv,legal,0.9909588052083144,74.86183416900577,14.712861888941624,0.9491633772850036
google,germanic,sv,emotional,0.9943540673792124,74.14233015644844,14.959839357429718,0.959151327610016
google,slavic,bg,conversational,0.9883030233745066,65.11400103253031,25.858369098712448,0.8734877705574036
google,slavic,bg,cultural,0.9854897038164012,70.99865188942803,17.362146050670642,0.9501574635505676
google,slavic,bg,idiomatic,0.9855509709447466,71.41700898850071,18.87172599059772,0.9235662221908568
google,slavic,bg,technical,0.9863828732836702,75.80792646107956,14.408770555990602,0.9693542718887328
